Codigo,Descripcion,Categoria,StockPrincipal,StockProduccion,StockTransformacion,CantidadPorCaja,NumeroCajas,Ubicacion,FechaExpedicion,DiasParaExpirar,FechaExpiracion,Proveedor,UltimaOrden,Detalles,Id,StockMinimo,StockMaximo,VidaUtilMeses,Notas,LotesJson
LGOIR-TOOL24,SNAP RING PLIERS SET/JEU DE PINCES POUR ANNEAUX DE RETENU,USINE,1.0,0,0,0,0,,,,,,,,289,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL25,SPEED ROLLER,USINE,1.0,0,0,0,0,,,,,,,,290,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-ACCESORY1,DEBURRING BLADES,USINE,23.0,0,0,0,0,,,,,,,,291,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE25,"ROUTER BIT/MECHE DE TOUPIE 3/8""",USINE,1.0,0,0,0,0,,,,,,,,292,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE26,FRAISE A DEBOURER,USINE,6.0,0,0,0,0,,,,,,,,293,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL/SPARE27,MECHE # 28,USINE,1.0,0,0,0,0,,,,,,,,294,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LUBRICANT 3,LUBRICANT/PENETRANT WD-40,USINE,2.0,0,0,0,0,,,,,,,,295,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE7,ANCIEN TRANSFO WA-110 10 AMP 4 TWIN PLUG 110/24,ELECTRIQUE,1.0,0,0,0,0,,,,,,,,296,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE8,ANCIEN TRANSFO WA-110 10AMP 120/24,ELECTRIQUE,1.0,0,0,0,0,,,,,,,,297,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE10,#10 -24 X 3/8 VIS D'ARRET PTE PLAT,EXTRUSION,500.0,0,0,0,0,,,,,,,,298,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE11,"#10-24 UNC X 1"" VIS MACHINE T. RONDE COMBINEE/CARREE ZINC",EXTRUSION,5000.0,0,0,0,0,,,,,,,,299,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE12,#10-24X 3/8 POINT CONIQUE VIS D'ARRET,EXTRUSION,3500.0,0,0,0,0,,,,,,,,300,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE13 Desormeau VMPCZ10240050,#10-24 UNC X 1/2 VIS MACHINE T. PLATE CARREE ZINC,EXTRUSION,1500.0,0,0,0,0,,,,,,,,301,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE14,#10-24 UNC X 3/4 VIS MACHINE T.PLATE CARRE ZINC,EXTRUSION,1000.0,0,0,0,0,,,,,,,,302,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE15  Desormeau 6SCOCN8320025,#8-32 UNC X 1/4 VIS D'ARRET PTE CONIQUE NOIR,EXTRUSION,11000.0,0,0,0,0,,,,,,,,303,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE16,10-24 LOCK NUT GR 5 ZC,FINITION,600.0,0,0,0,0,,,,,,,,304,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-OLD1,"JOINT CONNECTOR BOLT-LOW PROFILE HEAD WITH SHOULDER (5mm HEX DRIVE) 1/4""-20 UNC THREAD X 40mm LGTH UNDER HEAD, STEEL BLACK OXIDE FINISH(SEE THROUG A L'ANCIENNE)",SPECIAL,215.0,0,0,0,0,,,,,,,,305,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE17,NUT 8-32,FINITION,500.0,0,0,0,0,,,,,,,,306,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE 29442,VIS 8-32 X 5/8 MECHANIQUE MS ETOILE TETE PLAT / PHILLIPS DRIVE FLAT HEAD ZINC STEEL MACHINE  SCREW  29442,USINE,331.0,0,0,0,0,,,,,,,,307,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE19,#10-24 UNC X 7/16 VIS D'ARRET A 6 P/C PTE CONIQUE NOIR,EXTRUSION,800.0,0,0,0,0,,,,,,,,308,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE20,10-24 X3/8 POINTE PLAT VIS D'ARRET,EXTRUSION,500.0,0,0,0,0,,,,,,,,309,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SPARES/CARPENTEER6,"16 GAUGE GALV CHISEL POINT MEDIUM CROWN STAPLES 7/16""(11mm) 1-1/2"" LENGTH(38mm).",CRATAGE,60000.0,0,0,0,0,,,,,,,,310,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE10,ACRYLIC ADHESIVE TAPE( BOXING TAPE),USINE,168.0,0,0,0,0,,,,,,,,311,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-SUP-T1-40,SUPPORT  ROSETTE EXTERIEURE T1 FINI NATUREL,CHANTIER/USINE,14093.0,0,0,0,0,,,,,,,,312,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-SUP-T4-40,ROSETTE SUPPORT ALUMINIUM(EXTRUSION MACHINEE),CHANTIER/USINE,1207.0,0,0,0,0,,,,,,,,313,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL26,MINI BOLT CUTTER/MINI COUPE-BOULON,USINE,1.0,0,0,0,0,,,,,,,,314,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE9,YELLOW JACKET EXTENSION DE COURANT DE 6 PRISES,ELECTRIQUE,1.0,0,0,0,0,,,,,,,,315,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SPARE2,FILTRE POUR ASPIRATEURS,USINE,9.0,0,0,0,0,,,,,,,,316,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-WIRE10,"CONNECTEUR VERTICAL MOLEX 10 SORTTIES @ 14""",ELECTRIC,9.0,0,0,0,0,,,,,,,,317,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PACKING4,ROULEAUX DE CARTON ONDULE/CORRUGATED CARDBOARD ROLL,USINE,2.0,0,0,0,0,,,,,,,,318,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-INK,TOUCH UP LIGHT BRONZE,USINE,10.0,0,0,0,0,,,,,,,,319,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
FD-12S-18-MF-05/ 18-FDFF-112-18-SE,"CONNECTEUR VERTICAL MOLEX 5 SORTIES @ 12""",ELECTRIQUE,2.0,0,0,0,0,,,,,,,,320,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LIQUID14,CLAIRE DUST UP( DUST MOP TREATMENT /TRAITEMENT POUR VADROUILLES,USINE,7.0,0,0,0,0,,,,,,,,321,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PASTE20,KWIK SEAL ADHESIVE CAULK/CALFEURANT ADHESIF WHITE/BLANC,USINE,2.0,0,0,0,0,,,,,,,,322,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LIQUID 15,JIG-A -LOO LUBRIFIANT TOUT USAGE/ ALL AROUND LUBRIFIANT,USINE/CHANTIER,-1.0,0,0,0,0,,,,,,,,323,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL). ⚠ Stock negativo; revisar fila en Excel.",[]
LGOIR-BETON/MARBLE12,"WEDGE BOLT 1/2""-13X2-3/4""",CHANTIER,8.0,0,0,0,0,,,,,,,,324,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-BETON/MARBLE13,"MANCHON ANCRAGE 1/2-13X2""",CHANTIER,3.0,0,0,0,0,,,,,,,,325,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-BETON/MARBLE14,"OUTIL INSTAL ANCRAGES PROFONDS 1/2""",CHANTIER,1.0,0,0,0,0,,,,,,,,326,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION14,CUT RESISTANT  HPPE SLEEVE BLACK/MANCHES DE PROTECTION NOIR,USINE,14.0,0,0,0,0,,,,,,,,327,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION15,CUT RESISTANT  SLEEVE WHITE/MANCHES DE PROTECTION BLANCHES,USINE,160.0,0,0,0,0,,,,,,,,328,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PACKING5,"ROULEAUX DE FILM DE POLYETHYLENE RENFORCE– 6 mil, 20 pi x 100 pi",CRATAGE,10.0,0,0,0,0,,,,,,,,329,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC/ACCESORY11,BLACK BTN PLUG,USINE,18660.0,0,0,0,0,,,,,,,,330,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SPARE/CARPENTEER7,WIRE WELD COIL NAILS/ CLOUS EN BOBINE N04-205P,CRATAGE,31500.0,0,0,0,0,,,,,,,,331,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE/PACKING21,STEEL STRAPPING SEALS  S-828 3/4 OPEN METAL SEALS,CRATAGE,5000.0,0,0,0,0,,,,,,,,332,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL9910,POIGNEE DE DRILL,USINE,3.0,0,0,0,0,,,,,,,,333,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-CARPEINTEER8,"PLYWOOD 3/4"" X 4' X 8'",CRATAGE/CHANTIER/USINE,25.0,0,0,0,0,,,,,,,,334,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-CARPEINTEER9,"PLYWOOD 3/8""",FNINITON/CRETAGE,21.0,0,0,0,0,,,,,,,,335,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FEPL-408-58-GR,FEUILLES DE PLASTIQUE RECYCLE,CRATAGE,66.0,0,0,0,0,,,,,,,,336,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL7710,"HIGH CONTRAST SQUARE 7""/EQUERRE A HAUT CONTRASTE 7""",USINE,1.0,0,0,0,0,,,,,,,,337,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-TRAO-24V-5A-SE,TRANSFO LED 120W 24V 4 SORTIES (vieu connecteur),ELECTRIC,7.0,0,0,0,0,,,,,,,,338,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-MISC1,"2"" X 75' WHITE VELCRO STRIPS HOOKS TAPE",ORGANIZATION,1.0,0,0,0,0,,,,,,,,339,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-MISC2,BLACK STICKY BACK FASTENERS/ATTACHES AUTOCOLLANTES,ORGANIZATION,1.0,0,0,0,0,,,,,,,,340,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-MISC3,TAPIS DE PROTECTION DE NICHE 11x11 NOIR,FINITION,10043.0,0,0,0,0,,,,,,,,341,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-SNPB-VIS-XX-ZC,VIS A BOIS 10 X 5/8 TETE RONDE CARRE POUR SUPPORT NIVELEUR POUR BASE-VIS-MILL FINISH,CRATAGE,13723.0,0,0,0,0,,,,,,,,342,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE/SPARE22,MECHE 3MM/BIT 3MM,EXTRUSION,116.0,0,0,0,0,,,,,,,,343,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE/SPARE23,MECHE 2MM/BIT 2MM,EXTRUSION,100.0,0,0,0,0,,,,,,,,344,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE/SPARE24,"POWER BIT HEX 3/32"" , 2""",EXTRUSION,17.0,0,0,0,0,,,,,,,,345,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE/SPARE25,MECHE TX-25,USINE,33.0,0,0,0,0,,,,,,,,346,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE/SPARE26,MECHE-TX15,USINE,56.0,0,0,0,0,,,,,,,,347,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-CARPENTEER10,"VIS A BOIS # 8 X 5/8 T. PLATE, PR.CAR.ZINC",FINITION,1000.0,0,0,0,0,,,,,,,,348,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE27,#8-32 UNC X1/2 VIS MACHINE T. RONDE COMBINEE ZINC,FINITION,300.0,0,0,0,0,,,,,,,,349,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PACKING6,"ROULEAUX DE FILM DE POLYETHYLENE RENFORCE– 6 mil, 12 pi x 100 pi",CRATAGE,3.0,0,0,0,0,,,,,,,,350,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SECURITY3,CADENAS/PADLOCKS 5KABLU/ KEY2126,CHANTIER,10.0,0,0,0,0,,,,,,,,351,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-BAK,CROCHET DE ALUMINIUM HORS ACUMATICA,ASSEMBLAGE,153.0,0,0,0,0,,,,,,,,352,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-OUTSIDE1,SEL DEGLACANTE,USINE,32.0,0,0,0,0,,,,,,,,353,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-CLEANING,GUENILLES  DE LINGES,USINE,0.0,0,0,0,0,,,,,,,,354,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL28,21/64 HSS JOBBER DRILL SPLIT POINT BLACK AND GOLD,USINE,8.0,0,0,0,0,,,,,,,,355,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ANGL-202-025-01,"Quincaillerie - Angle Métal 90 degrés - 2"" x 2"" x 1/2"" - Mill Finish",QUINCAILLERIE/EXTRUSION,413.0,0,0,0,0,,,,,,,,356,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ANPB-075-XX-ZC,"CORNIERE DE METAL/ STEEL BRACKET / EQUERRE METAL 75mm x 75mm MILL FINISH(ZINC) 3"" X 3"" 8cm",QUINCAILLERIE,500.0,0,0,0,0,,,,,,,,357,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ANPB-050-XX-ZC,"CORNIERE DE METAL/ STEEL BRACKET / EQUERRE METAL 50mm x 50mm MILL FINISH(ZINC) 2"" X 2"" 5cm",QUINCAILLERIE,600.0,0,0,0,0,,,,,,,,358,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-SNPB-080-XX-ZC,SUPPORT NIVELEUR POUR BASE-080mm-MILL FINISH(BASE TOP PATTES),QUINCAILLERIE,116.0,0,0,0,0,,,,,,,,359,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-SNPB-100-XX-ZC,SUPPORT NIVELEUR POUR BASE-100mm-MILL FINISH(BASE TOP PATTES),QUINCAILLERIE,2000.0,0,0,0,0,,,,,,,,360,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-SNPB-090-XX-ZC,SUPPORT NIVELEUR POUR BASE-090mm-MILL FINISH(BASE TOP PATTES),QUINCAILLERIE,490.0,0,0,0,0,,,,,,,,361,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ANGL-101-125-01,"ANGLE METAL 1"" X 1"" X 1/8"" MILL FINISH",QUINCAILLERIE,215.0,0,0,0,0,,,,,,,,362,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ANGL-151-125-01,"ANGLE METAL -1 1/2"" X 1 1/2"" X 1/8  MILL FINISH",QUINCAILLERIE,178.0,0,0,0,0,,,,,,,,363,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-FOMT-38S-25-NO,"FOAMTAPE 3/8"" X 25'",EXTRUSION,6400.0,0,0,0,0,,,,,,,,364,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-STRP-003-10-01,"STRIPS DE DOS - 3"" X 10.0' MILL FINISH",QUINCAILLERIE,1031.0,0,0,0,0,,,,,,,,365,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-TIGF-124-10-01,TIGE FILLETE - 10-24 X10.0' MILL FINISH,FINITION,86.0,0,0,0,0,,,,,,,,366,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PEINT1,FLITRE POUR CABINE DE PEINTURE/HOBBY AIRBRUSH BOOTH FILTER,FINITION,12.0,0,0,0,0,,,,,,,,367,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VTRX-124-78-XX,"VIS TORX NATUREL 10-24 X 7/8""",CHANTIER,4000.0,0,0,0,0,,,,,,,,368,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VTRX-124-12-XX,"VIS TORX NATUREL 10-24 X 1/2""",CHANTIER,0.0,0,0,0,0,,,,,,,,369,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VCMC-124-78-02,"VIS CMC BRONZE 10-24 X 7/8""",CHANTIER,560.0,0,0,0,0,,,,,,,,370,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VTRX-832-12-04,"VIS TORX MARBLE 8-32 X 1/2""",CHANTIER,508.0,0,0,0,0,,,,,,,,371,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VTRX-124-78-04,"VIS TORX MARBLE 10-24 X 7/8""",CHANTIER,97.0,0,0,0,0,,,,,,,,372,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VTRX-124-12-NO,"VIS TORX NOIR 10-24 X 1/2""",CHANTIER,10252.0,0,0,0,0,,,,,,,,373,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VTRX-832-12-02,VIS TORX BRONZE 8-32 X 1/2,CHANTIER,218.0,0,0,0,0,,,,,,,,374,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-VCMC-124-12-NO,"VIS CMC NOIR 10-24 X 1/2""",CHANTIER,5.0,0,0,0,0,,,,,,,,375,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION16,RUBAN POUR MARCHES,USINE/SAFETY,2.0,0,0,0,0,,,,,,,,376,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE28,"NUTSET WITH MAGNET 1/4"" X 5/8""",FINITION,30.0,0,0,0,0,,,,,,,,377,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-VABO-8-3,VIS A BOIS 8 X 3',CRATAGE,3000.0,0,0,0,0,,,,,,,,378,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
